absEta_1_1.4442-lowR9-Et_0_20	runNumber	3	254789	1.0023	0.0001	0.0001	0.0029
absEta_1_1.4442-lowR9-Et_100_1000000	runNumber	1	2	1.0000	0.0000	0.0001	0.0059
absEta_1_1.4442-lowR9-Et_100_1000000	runNumber	254790	260627	1.0023	0.0001	0.0001	0.0059
absEta_1_1.4442-lowR9-Et_100_1000000	runNumber	3	254789	1.0023	0.0001	0.0001	0.0059
absEta_1_1.4442-lowR9-Et_20_33	runNumber	1	2	1.0000	0.0000	0.0001	0.0029
absEta_1_1.4442-lowR9-Et_20_33	runNumber	254790	260627	1.0023	0.0001	0.0001	0.0029
absEta_1_1.4442-lowR9-Et_20_33	runNumber	3	254789	1.0023	0.0001	0.0001	0.0029
absEta_1_1.4442-lowR9-Et_33_39	runNumber	1	2	1.0000	0.0000	0.0001	0.0014
absEta_1_1.4442-lowR9-Et_33_39	runNumber	254790	260627	1.0023	0.0001	0.0001	0.0014
absEta_1_1.4442-lowR9-Et_33_39	runNumber	3	254789	1.0023	0.0001	0.0001	0.0014
absEta_1_1.4442-lowR9-Et_39_45	runNumber	1	2	1.0000	0.0000	0.0001	0.0009
absEta_1_1.4442-lowR9-Et_39_45	runNumber	254790	260627	1.0023	0.0001	0.0001	0.0009
absEta_1_1.4442-lowR9-Et_39_45	runNumber	3	254789	1.0023	0.0001	0.0001	0.0009
absEta_1_1.4442-lowR9-Et_45_50	runNumber	1	2	1.0000	0.0000	0.0001	0.0034
absEta_1_1.4442-lowR9-Et_45_50	runNumber	254790	260627	1.0023	0.0001	0.0001	0.0034
absEta_1_1.4442-lowR9-Et_45_50	runNumber	3	254789	1.0023	0.0001	0.0001	0.0034
absEta_1_1.4442-lowR9-Et_50_58	runNumber	1	2	1.0000	0.0000	0.0001	0.0050
absEta_1_1.4442-lowR9-Et_50_58	runNumber	254790	260627	1.0023	0.0001	0.0001	0.0050
absEta_1_1.4442-lowR9-Et_50_58	runNumber	3	254789	1.0023	0.0001	0.0001	0.0050
absEta_1_1.4442-lowR9-Et_58_100	runNumber	1	2	1.0000	0.0000	0.0001	0.0059
absEta_1_1.4442-lowR9-Et_58_100	runNumber	254790	260627	1.0023	0.0001	0.0001	0.0059
absEta_1_1.4442-lowR9-Et_58_100	runNumber	3	254789	1.0023	0.0001	0.0001	0.0059
absEta_1.566_2-highR9	runNumber	1	2	1.0000	0.0000	0.0004	0.0009
absEta_1.566_2-highR9	runNumber	254790	260627	1.0034	0.0002	0.0004	0.0009
absEta_1.566_2-highR9	runNumber	3	254789	1.0034	0.0002	0.0004	0.0009
absEta_1.566_2-lowR9	runNumber	1	2	1.0000	0.0000	0.0002	0.0007
absEta_1.566_2-lowR9	runNumber	254790	260627	1.0124	0.0002	0.0002	0.0007
absEta_1.566_2-lowR9	runNumber	3	254789	1.0124	0.0002	0.0002	0.0007
absEta_2_2.5-lowR9	runNumber	1	2	1.0000	0.0000	0.0002	0.0005
absEta_2_2.5-lowR9	runNumber	254790	260627	1.0204	0.0003	0.0002	0.0005
absEta_2_2.5-lowR9	runNumber	3	254789	1.0204	0.0003	0.0002	0.0005
absEta_2_2.5-highR9	runNumber	1	2	1.0000	0.0000	0.0003	0.0013
absEta_2_2.5-highR9	runNumber	254790	260627	1.0145	0.0002	0.0003	0.0013
absEta_2_2.5-highR9	runNumber	3	254789	1.0145	0.0002	0.0003	0.0013
